datetime,name,open,high,low,close,volume,oi,iv,expiry,strike,type,segment,symbol,delta,gamma,theta,vega,rho,atp,ltp,ltt,ltq,cp,bid_px,bid_qty,ask_px,ask_qty,bid_px_2,bid_qty_2,ask_px_2,ask_qty_2,bid_px_3,bid_qty_3,ask_px_3,ask_qty_3,bid_px_4,bid_qty_4,ask_px_4,ask_qty_4,bid_px_5,bid_qty_5,ask_px_5,ask_qty_5,ohlc_vol,ohlc_ts,tbq,tsq,vtt
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,24100.0,PE,NFO-OPT,FINNIFTY 24100 PE 29 SEP 26,-1.0,0.0,0.0,0.0,-35.1548,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,0.0,0.0,0.0,0.0,0,0,0.0,2026-08-25,28700.0,PE,NFO-OPT,FINNIFTY 28700 PE 25 AUG 26,-1.0,0.0,0.0,0.0,-14.3412,0.0,0.0,315513000000,0,2698.4,1668.35,120.0,2202.5,120.0,1668.3,1740.0,2202.55,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,1860,1860,0
2026-08-07 09:46:13.219,FINNIFTY,999.75,999.75,999.75,999.75,0,480,0.0,2026-08-25,27900.0,PE,NFO-OPT,FINNIFTY 27900 PE 25 AUG 26,-1.0,0.0,0.0,0.0,-13.9414,0.0,999.75,1785998097000,300,999.75,990.7,120.0,1193.35,180.0,990.65,1740.0,1370.5,120.0,0.0,0.0,1370.65,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,1860,2040,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,25000.0,PE,NFO-OPT,FINNIFTY 25000 PE 27 OCT 26,-1.0,0.0,0.0,0.0,-55.6457,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,24800.0,PE,NFO-OPT,FINNIFTY 24800 PE 27 OCT 26,-1.0,0.0,0.0,0.0,-55.2005,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,29100.0,CE,NFO-OPT,FINNIFTY 29100 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315513000000,0,0.0,40.95,60.0,138.2,60.0,0.0,0.0,139.5,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60,180,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,28600.0,CE,NFO-OPT,FINNIFTY 28600 CE 27 OCT 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,638.7,638.7,638.7,638.7,0,720,0.0,2026-08-25,27500.0,PE,NFO-OPT,FINNIFTY 27500 PE 25 AUG 26,-1.0,0.0,0.0,0.0,-13.7415,0.0,638.7,1786009703000,60,638.7,813.75,120.0,995.85,180.0,811.1,180.0,995.9,1740.0,652.65,1740.0,995.95,60.0,0.0,0.0,996.1,60.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,2040,2040,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,27400.0,CE,NFO-OPT,FINNIFTY 27400 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,24200.0,PE,NFO-OPT,FINNIFTY 24200 PE 29 SEP 26,-1.0,0.0,0.0,0.0,-35.3007,0.0,0.0,315513000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,27400.0,CE,NFO-OPT,FINNIFTY 27400 CE 27 OCT 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,26900.0,CE,NFO-OPT,FINNIFTY 26900 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,28900.0,PE,NFO-OPT,FINNIFTY 28900 PE 29 SEP 26,-1.0,0.0,0.0,0.0,-42.1566,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,1143.65,1143.65,1143.65,1143.65,0,180,0.2642822265625,2026-08-25,25900.0,CE,NFO-OPT,FINNIFTY 25900 CE 25 AUG 26,0.7201,0.0002,-14.5873,20.1342,9.0577,0.0,1143.65,1785901905000,180,1143.65,924.95,120.0,952.15,180.0,924.9,180.0,1075.1,120.0,0.0,0.0,1075.2,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,300,2040,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-08-25,23700.0,PE,NFO-OPT,FINNIFTY 23700 PE 25 AUG 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315513000000,0,0.0,2.9,120.0,7.2,120.0,2.85,120.0,7.25,180.0,2.8,1560.0,0.0,0.0,1.8,1560.0,0.0,0.0,1.5,6000.0,0.0,0.0,,,15420,300,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,28400.0,PE,NFO-OPT,FINNIFTY 28400 PE 27 OCT 26,-1.0,0.0,0.0,0.0,-63.2135,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,24800.0,CE,NFO-OPT,FINNIFTY 24800 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,26300.0,CE,NFO-OPT,FINNIFTY 26300 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,0.0,0.0,0.0,0.0,0,0,0.0,2026-08-25,29600.0,PE,NFO-OPT,FINNIFTY 29600 PE 25 AUG 26,-1.0,0.0,0.0,0.0,-14.7941,0.0,0.0,315513000000,0,3442.7,2446.25,1740.0,3155.8,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,1740,1740,0
2026-08-07 09:46:13.219,FINNIFTY,6.95,6.95,6.9,6.9,120,6180,0.2252197265625,2026-08-25,24000.0,PE,NFO-OPT,FINNIFTY 24000 PE 25 AUG 26,-0.0143,0.0,-1.345,2.1785,-0.1951,6.92,6.9,1786075121220,60,6.05,6.25,300.0,6.95,180.0,6.05,300.0,7.1,60.0,6.0,60.0,8.9,480.0,5.95,120.0,8.95,180.0,4.9,120.0,16.2,1740.0,120.0,1786041000000.0,2940,2640,120
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,25500.0,CE,NFO-OPT,FINNIFTY 25500 CE 27 OCT 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
